Ticker,Ex-Dividend Date,Yield,Period
BPYU,8/28/2020,11.43%,quarterly
BEPC,8/28/2020,3.70%,monthly
BEP,8/28/2020,3.80%,quarterly
CTT,8/28/2020,5.65%,quarterly
CUB,8/28/2020,0.60%,semi-annual
CFR,8/28/2020,3.90%,quarterly
DOV,8/28/2020,1.88%,quarterly
ESNT,8/28/2020,1.79%,quarterly
FMS,8/28/2020,1.64%,annual
EAF,8/28/2020,0.58%,quarterly
KINS,8/28/2020,2.89%,quarterly
NGVC,8/28/2020,1.88%,quarterly
NWL,8/28/2020,5.47%,quarterly
NKE,8/28/2020,0.98%,quarterly
PFIS,8/28/2020,4.00%,quarterly
POWI,8/28/2020,0.40%,quarterly
TNC,8/28/2020,1.22%,quarterly
TPVG,8/28/2020,11.70%,quarterly
UNP,8/28/2020,2.25%,quarterly
VOYA,8/28/2020,1.20%,quarterly
XPER,8/28/2020,1.40%,quarterly
WMS,8/31/2020,0.68%,quarterly
ASH,8/31/2020,1.42%,quarterly
BCC,8/31/2020,0.80%,quarterly
BWA,8/31/2020,1.83%,quarterly
BRKR,8/31/2020,0.40%,quarterly
CDK,8/31/2020,1.28%,quarterly
CPKF,8/31/2020,2.72%,quarterly
CWEN.A,8/31/2020,3.70%,quarterly
CWEN,8/31/2020,3.50%,quarterly
CCNE,8/31/2020,3.90%,quarterly
CXP,8/31/2020,6.66%,quarterly
CIX,8/31/2020,2.80%,quarterly
CTB,8/31/2020,1.20%,quarterly
ESLT,8/31/2020,1.30%,quarterly
FNCB,8/31/2020,3.90%,quarterly
HAYN,8/31/2020,4.50%,quarterly
HY,8/31/2020,2.86%,quarterly
ITIC,8/31/2020,1.32%,quarterly
STAR,8/31/2020,3.54%,quarterly
KRO,8/31/2020,6.03%,quarterly
MOFG,8/31/2020,4.70%,quarterly
NGHCZ,8/31/2020,7.50%,quarterly
NNI,8/31/2020,1.26%,quarterly
NL,8/31/2020,4.34%,quarterly
OSB,8/31/2020,2.00%,quarterly
ONB,8/31/2020,4.00%,quarterly
ZEUS,8/31/2020,0.71%,quarterly
PII,8/31/2020,2.30%,quarterly
SAFT,8/31/2020,4.73%,quarterly
SLGN,8/31/2020,1.26%,quarterly
SBGI,8/31/2020,3.90%,quarterly
SF,8/31/2020,1.35%,quarterly
TWCF,8/31/2020,1.48%,quarterly
VHI,8/31/2020,2.99%,quarterly
VIRT,8/31/2020,4.40%,quarterly
WEN,8/31/2020,0.90%,quarterly
CLPHY,9/1/2020,3.07%,quarterly
FOXA,9/1/2020,1.80%,semi-annual
FOX,9/1/2020,1.80%,semi-annual
HAL,9/1/2020,1.15%,quarterly
MYE,9/1/2020,3.40%,quarterly
MOS,9/2/2020,1.10%,quarterly
GOLF,9/3/2020,1.80%,quarterly
AE,9/3/2020,4.30%,quarterly
BRKS,9/3/2020,0.70%,quarterly
CHRW,9/3/2020,2.14%,quarterly
CBSH,9/3/2020,1.89%,quarterly
D,9/3/2020,4.61%,quarterly
FFNW,9/3/2020,4.27%,quarterly
FRME,9/3/2020,4.00%,quarterly
HBM,9/3/2020,0.40%,semi-annual
IMO,9/3/2020,4.10%,quarterly
KMB,9/3/2020,2.82%,quarterly
KNX,9/3/2020,0.70%,quarterly
MBCN,9/3/2020,3.34%,quarterly
MLR,9/3/2020,2.51%,quarterly
MLI,9/3/2020,1.43%,quarterly
NAVI,9/3/2020,7.17%,quarterly
NNA,9/3/2020,26.10%,quarterly
SNR,9/3/2020,5.60%,quarterly
OTEX,9/3/2020,1.53%,quarterly
GBDC,9/4/2020,9.40%,quarterly
PE,9/4/2020,1.79%,quarterly
AVT,9/8/2020,2.90%,quarterly
BBDC,9/8/2020,7.91%,quarterly
INSW,9/8/2020,1.40%,quarterly
STNG,9/8/2020,3.07%,quarterly
AUBN,9/9/2020,2.20%,quarterly
CME,9/9/2020,2.08%,quarterly
CNO,9/9/2020,2.90%,quarterly
FNV,9/9/2020,0.67%,quarterly
GPN,9/9/2020,0.44%,quarterly
MGM,9/9/2020,0.06%,quarterly
TU,9/9/2020,5.00%,quarterly
VFC,9/9/2020,3.17%,quarterly
VCTR,9/9/2020,1.32%,quarterly
AL,9/10/2020,2.01%,quarterly
AMSF,9/10/2020,1.70%,quarterly
ADP,9/10/2020,2.70%,quarterly
BSIG,9/10/2020,0.30%,quarterly
CAI,9/10/2020,4.98%,quarterly
CRWS,9/10/2020,5.50%,quarterly
ENS,9/10/2020,0.94%,quarterly
EXPO,9/10/2020,0.90%,quarterly
FDUS,9/10/2020,11.30%,quarterly
GARS,9/10/2020,5.67%,quarterly
ICFI,9/10/2020,0.75%,quarterly
KFRC,9/10/2020,2.10%,quarterly
OTCM,9/10/2020,1.90%,quarterly
SR,9/10/2020,4.10%,quarterly
AME,9/11/2020,0.75%,quarterly
ESCA,9/11/2020,3.20%,quarterly
KSU,9/11/2020,0.87%,quarterly
UNH,9/11/2020,1.64%,quarterly
EOD,9/11/2020,11.87%,quarterly
AMH,9/14/2020,0.69%,quarterly
ARCC,9/14/2020,11.09%,quarterly
BANC,9/14/2020,2.00%,quarterly
BCE,9/14/2020,11.76%,quarterly
BR,9/14/2020,1.68%,quarterly
CPK,9/14/2020,2.10%,quarterly
CNMD,9/14/2020,0.90%,quarterly
CCI,9/14/2020,2.93%,quarterly
DLR,9/14/2020,2.93%,quarterly
SSP,9/14/2020,1.80%,quarterly
EMN,9/14/2020,3.52%,quarterly
ECL,9/14/2020,0.97%,quarterly
EVC,9/14/2020,7.25%,quarterly
GBL,9/14/2020,0.67%,quarterly
GATX,9/14/2020,3.20%,quarterly
GILD,9/14/2020,3.76%,quarterly
HLNE,9/14/2020,1.70%,quarterly
HWBK,9/14/2020,3.00%,quarterly
HRTG,9/14/2020,1.87%,quarterly
HUN,9/14/2020,3.31%,quarterly
IRM,9/14/2020,8.54%,quarterly
KAMN,9/14/2020,1.79%,quarterly
KNL,9/14/2020,1.89%,quarterly
LEG,9/14/2020,4.03%,quarterly
LDOS,9/14/2020,1.43%,quarterly
LOGN,9/14/2020,3.78%,quarterly
MCY,9/14/2020,5.90%,quarterly
NEU,9/14/2020,2.10%,quarterly
NREF,9/14/2020,9.10%,quarterly
NXRT,9/14/2020,3.12%,quarterly
OCSL,9/14/2020,8.16%,quarterly
OCSI,9/14/2020,7.50%,quarterly
OMI,9/14/2020,0.06%,quarterly
APTS,9/14/2020,9.50%,quarterly
PSB,9/14/2020,3.02%,quarterly
PSA,9/14/2020,4.08%,quarterly
RNR,9/14/2020,0.77%,quarterly
SCI,9/14/2020,1.59%,quarterly
SCM,9/14/2020,12.50%,quarterly
TROW,9/14/2020,2.62%,quarterly
TSLX,9/14/2020,9.21%,quarterly
UCBI,9/14/2020,3.92%,quarterly
UTMD,9/14/2020,1.30%,quarterly
VRSK,9/14/2020,0.60%,quarterly
VIACA,9/14/2020,3.50%,quarterly
VIAC,9/14/2020,3.74%,quarterly
WRB,9/14/2020,0.78%,quarterly
WYND,9/14/2020,4.00%,quarterly
ARES,9/15/2020,4.00%,quarterly
TCPC,9/15/2020,12.28%,quarterly
FFIN,9/15/2020,1.70%,quarterly
FSK,9/15/2020,14.95%,quarterly
NMFC,9/15/2020,12.61%,quarterly
TDS,9/15/2020,2.91%,quarterly
OLED,9/15/2020,0.30%,quarterly
AAN,9/16/2020,0.29%,quarterly
AIG,9/16/2020,3.98%,quarterly
SLRC,9/16/2020,9.80%,quarterly
ADT,9/17/2020,1.16%,quarterly
ALRS,9/17/2020,3.00%,quarterly
CNQ,9/17/2020,6.40%,quarterly
CB,9/17/2020,2.38%,quarterly
CNSWF,9/17/2020,0.34%,quarterly
QSR,9/17/2020,3.90%,quarterly
TG,9/17/2020,2.62%,quarterly
UNIT,9/17/2020,6.02%,quarterly
VRS,9/17/2020,3.10%,quarterly
AINV,9/18/2020,12.89%,quarterly
WHF,9/18/2020,13.10%,quarterly
FRT,9/21/2020,5.55%,quarterly
OFS,9/22/2020,14.60%,quarterly
IFF,9/23/2020,2.36%,quarterly
IROQ,9/24/2020,1.80%,semi-annual
POR,9/24/2020,3.70%,quarterly
HCKT,9/24/2020,2.84%,quarterly
MERC,9/28/2020,3.60%,quarterly
TDI,9/28/2020,6.40%,quarterly
DOX,9/29/2020,2.11%,quarterly
AHH,9/29/2020,4.60%,quarterly
BCSF,9/29/2020,12.93%,quarterly
CCAP,9/29/2020,13.20%,quarterly
FR,9/29/2020,2.28%,quarterly
GBNXF,9/29/2020,6.19%,quarterly
GSBD,9/29/2020,11.10%,quarterly
ITW,9/29/2020,2.40%,quarterly
KW,9/29/2020,6.10%,quarterly
MFA,9/29/2020,7.09%,quarterly
NHC,9/29/2020,3.20%,quarterly
NTR,9/29/2020,4.68%,quarterly
OR,9/29/2020,1.25%,quarterly
ORCC,9/29/2020,10.10%,none
PRIM,9/29/2020,1.30%,quarterly
STN,9/29/2020,1.40%,quarterly
SYK,9/29/2020,1.16%,quarterly
TRP,9/29/2020,5.20%,quarterly
CGBD,9/29/2020,14.20%,none
VER,9/29/2020,4.68%,quarterly
CAH,9/30/2020,3.70%,quarterly
ESE,9/30/2020,0.35%,quarterly
FPI,9/30/2020,3.00%,quarterly
NGHC,9/30/2020,0.60%,quarterly
WIRE,10/1/2020,0.15%,quarterly
HASI,10/1/2020,3.55%,quarterly
TRNO,10/1/2020,1.88%,quarterly
ERIE,10/2/2020,1.80%,quarterly
CMCSA,10/6/2020,2.10%,quarterly
PGR,10/6/2020,0.44%,quarterly
ETH,10/7/2020,6.36%,quarterly
GD,10/8/2020,2.95%,quarterly
LOAN,10/8/2020,9.60%,quarterly
UVV,10/8/2020,7.09%,quarterly
BELFA,10/14/2020,1.90%,quarterly
BELFB,10/14/2020,2.10%,quarterly
VSEC,11/3/2020,1.21%,quarterly
AKO.A,8/20/2020,4.00%,quarterly
AKO.B,8/20/2020,4.10%,quarterly
MMM,8/21/2020,3.58%,quarterly
ALSN,8/21/2020,1.80%,quarterly
EMO,8/21/2020,10.02%,quarterly
CTR,8/21/2020,10.99%,quarterly
CEM,8/21/2020,11.09%,quarterly
JBT,8/21/2020,0.40%,quarterly
MNRO,8/21/2020,1.80%,quarterly
JHB,8/13/2020,4.20%,monthly
SNLN,8/14/2020,1.88%,monthly
PMOM,8/14/2020,65.01%,quarterly
GER,8/24/2020,8.00%,quarterly
GMZ,8/24/2020,8.30%,quarterly
NDSN,8/24/2020,0.75%,quarterly
WLK,8/24/2020,1.80%,quarterly
YUM,8/25/2020,2.03%,quarterly
PHX,8/26/2020,1.80%,quarterly
TRMD,8/26/2020,1.30%,semi-annual
CNAF,8/27/2020,5.88%,quarterly
FLO,8/27/2020,3.26%,quarterly
PH,8/27/2020,1.68%,quarterly
HQH,8/27/2020,9.08%,quarterly
HQL,8/27/2020,7.90%,quarterly
WHR,8/27/2020,2.64%,quarterly
DOW,8/28/2020,6.30%,quarterly
FDS,8/28/2020,0.90%,quarterly
MMX,8/28/2020,0.90%,quarterly
PACW,8/28/2020,5.30%,quarterly
PATK,8/28/2020,1.60%,quarterly
IPG,8/31/2020,5.43%,quarterly
LCNB,8/31/2020,4.90%,quarterly
MTB,8/31/2020,4.21%,quarterly
MLM,8/31/2020,1.04%,quarterly
RCKY,9/1/2020,2.43%,quarterly
AMCR,9/2/2020,4.10%,quarterly
HD,9/2/2020,2.08%,quarterly
LZB,9/2/2020,0.87%,quarterly
CVR,9/3/2020,1.90%,quarterly
FDX,9/3/2020,1.29%,quarterly
GPC,9/3/2020,3.35%,quarterly
TILE,9/3/2020,0.52%,quarterly
ORI,9/3/2020,5.10%,quarterly
TRST,9/3/2020,4.58%,quarterly
WM,9/3/2020,1.96%,quarterly
YY,9/3/2020,1.39%,quarterly
BPOP,9/4/2020,4.29%,quarterly
AEE,9/8/2020,2.43%,quarterly
MDU,9/9/2020,3.57%,quarterly
MPW,9/9/2020,5.63%,quarterly
CIBN,9/10/2020,2.70%,quarterly
IIIN,9/10/2020,0.70%,quarterly
ITT,9/10/2020,1.07%,quarterly
VSH,9/10/2020,2.31%,quarterly
FCAP,9/14/2020,1.63%,quarterly
VLY,9/14/2020,5.50%,quarterly
CINF,9/15/2020,3.00%,quarterly
NWSA,9/15/2020,1.30%,semi-annual
NWS,9/15/2020,1.30%,semi-annual
RNST,9/15/2020,3.50%,quarterly
SFL,9/16/2020,10.87%,quarterly
STFC,9/16/2020,2.40%,quarterly
AAP,9/17/2020,0.60%,quarterly
FLS,9/17/2020,2.47%,quarterly
SYBT,9/18/2020,2.54%,quarterly
CIB,9/28/2020,4.30%,quarterly
AQN,9/29/2020,9.04%,quarterly
OFC,9/29/2020,4.30%,quarterly
YORW,9/29/2020,1.60%,quarterly
WERN,10/2/2020,0.80%,quarterly
DGX,10/5/2020,1.87%,quarterly
